code,name
PS0803029,RUAHA PRIMARY SCHOOL
PS0803068,RUCHEMI PRIMARY SCHOOL
PS0803069,RUHOMA PRIMARY SCHOOL
PS0803070,RUTAMBA PRIMARY SCHOOL
PS0803085,RUTAMBA YA SASA PRIMARY SCHOOL
PS0803071,RUVU PRIMARY SCHOOL
PS0803030,SINDE PRIMARY SCHOOL
PS0803011,STADIUM PRIMARY SCHOOL
PS0803031,TANDANGONGORO PRIMARY SCHOOL
PS0803012,TULIENI PRIMARY SCHOOL
PS0803075,ULEKA PRIMARY SCHOOL
PS0803072,UMOJA PRIMARY SCHOOL
PS0803013,WAILES PRIMARY SCHOOL
PS0804001,BARIKIWA PRIMARY SCHOOL
PS0804002,CHIMBUKO PRIMARY SCHOOL
PS0804039,KAMBARAGE PRIMARY SCHOOL
PS0804056,KAMENA PRIMARY SCHOOL
PS0804003,KAWAWA PRIMARY SCHOOL
PS0804004,KIANGARA PRIMARY SCHOOL
PS0804005,KIBUTUKA PRIMARY SCHOOL
PS0804040,KICHONDA PRIMARY SCHOOL
PS0804049,KIGWEMA PRIMARY SCHOOL
PS0804006,KIKULYUNGU PRIMARY SCHOOL
PS0804007,KIMAMBI PRIMARY SCHOOL
PS0804060,KIMBEMBA PRIMARY SCHOOL
PS0804008,KIPELELE PRIMARY SCHOOL
PS0804009,KIPULE PRIMARY SCHOOL
PS0804010,KITOGORO PRIMARY SCHOOL
PS0804011,LIKOMBORA PRIMARY SCHOOL
PS0804054,LIKONGOWELE PRIMARY SCHOOL
PS0804043,LILOMBE B PRIMARY SCHOOL
PS0804012,LILOMBE PRIMARY SCHOOL
PS0804013,LIWALE PRIMARY SCHOOL
PS0804057,LUIZA MLELWA PRIMARY SCHOOL
PS0804038,MAGEREZA PRIMARY SCHOOL
PS0804014,MAKATA PRIMARY SCHOOL
PS0804052,MAKINDA PRIMARY SCHOOL
PS0804015,MANGIRIKITI PRIMARY SCHOOL
PS0804016,MBAYA PRIMARY SCHOOL
PS0804066,MBONDE PRIMARY SCHOOL
PS0804042,MBULI PRIMARY SCHOOL
PS0804017,MIHUMO PRIMARY SCHOOL
PS0804034,MIKUNYA PRIMARY SCHOOL
PS0804018,MIRUI PRIMARY SCHOOL
PS0804058,MITAWA PRIMARY SCHOOL
PS0804019,MKUNDI PRIMARY SCHOOL
PS0804020,MKUTANO PRIMARY SCHOOL
PS0804021,MKWAJUNI PRIMARY SCHOOL
PS0804022,MLEMBWE PRIMARY SCHOOL
PS0804023,MPENGERE PRIMARY SCHOOL
PS0804024,MPIGAMITI PRIMARY SCHOOL
PS0804055,MSUFINI PRIMARY SCHOOL
PS0804036,MTAWANGO PRIMARY SCHOOL
PS0804037,MTAWATAWA PRIMARY SCHOOL
PS0804050,MUNGURUMO PRIMARY SCHOOL
PS0804044,MUUNGANO PRIMARY SCHOOL
PS0804053,NABUYA PRIMARY SCHOOL
PS0804025,NAHORO PRIMARY SCHOOL
PS0804059,NAIHURU PRIMARY SCHOOL
PS0804026,NALULEO PRIMARY SCHOOL
PS0804045,NAMBINDA PRIMARY SCHOOL
PS0804047,NAMIHU PRIMARY SCHOOL
PS0804051,NANGANDO PRIMARY SCHOOL
PS0804027,NANGANO PRIMARY SCHOOL
PS0804046,NANJEGEJA PRIMARY SCHOOL
PS0804035,NAUJOMBO PRIMARY SCHOOL
PS0804028,NDAPATA PRIMARY SCHOOL
PS0804029,NDUNYUNGU PRIMARY SCHOOL
PS0804030,NDURUKA PRIMARY SCHOOL
PS0804031,NGONGOWELE PRIMARY SCHOOL
PS0804041,NGORONGOPA PRIMARY SCHOOL
PS0804032,NGUMBU PRIMARY SCHOOL
PS0804033,NGUNJA PRIMARY SCHOOL
PS0804048,TURUKI PRIMARY SCHOOL
PS0802072,CHIKOMBE PRIMARY SCHOOL
PS0802001,CHIODYA PRIMARY SCHOOL
PS0802002,CHIPONDA PRIMARY SCHOOL
PS0802003,CHIUTA PRIMARY SCHOOL
PS0802049,CHIUWE PRIMARY SCHOOL
PS0802004,CHIWERERE PRIMARY SCHOOL
PS0802005,HINGAWALI PRIMARY SCHOOL
PS0802084,KILIDU PRIMARY SCHOOL
PS0802079,KILIMANIHEWA PRIMARY SCHOOL
PS0802054,KILIMANJARO PRIMARY SCHOOL
PS0802074,KIPINGO PRIMARY SCHOOL
PS0802006,KIWALALA PRIMARY SCHOOL
PS0802007,KIWANJANI PRIMARY SCHOOL
PS0802061,LIGANGA PRIMARY SCHOOL
PS0802058,LIHIMBA PRIMARY SCHOOL
PS0802008,LIKOLOMBE PRIMARY SCHOOL
PS0802071,LINDWANDWALI PRIMARY SCHOOL
PS0802050,LINOHA PRIMARY SCHOOL
PS0802009,LIPOME PRIMARY SCHOOL
PS0802073,LITINGI PRIMARY SCHOOL
PS0802010,LITIPU PRIMARY SCHOOL
PS0802076,LUWALE PRIMARY SCHOOL
PS0802011,MADANGWA PRIMARY SCHOOL
PS0802012,MADINGO PRIMARY SCHOOL
PS0802013,MAHIWA PRIMARY SCHOOL
PS0802014,MAHUMBIKA PRIMARY SCHOOL
PS0802047,MAJENGO PRIMARY SCHOOL
PS0802015,MALUNGO PRIMARY SCHOOL
PS0802085,MANDAWA PRIMARY SCHOOL
PS0802016,MANDWANGA PRIMARY SCHOOL
PS0802075,MBAGALA PRIMARY SCHOOL
PS0802060,MBALALA PRIMARY SCHOOL
PS0802051,MBAWALA PRIMARY SCHOOL
PS0802055,MBUTA PRIMARY SCHOOL
PS0802018,MIHANGA PRIMARY SCHOOL
PS0802019,MIHIMA PRIMARY SCHOOL
PS0802020,MIHOGONI PRIMARY SCHOOL
PS0802017,MILAMBA PRIMARY SCHOOL
PS0802021,MITANGA PRIMARY SCHOOL
PS0802022,MKANGA II PRIMARY SCHOOL
PS0802080,MKUNG'UNI PRIMARY SCHOOL
PS0802062,MMANGAWANGA PRIMARY SCHOOL
PS0802067,MMONGOMONGO PRIMARY SCHOOL
PS0802043,MMUMBU PRIMARY SCHOOL
PS0802023,MNARA PRIMARY SCHOOL
PS0802063,MNENGULO PRIMARY SCHOOL
PS0802024,MNOLELA PRIMARY SCHOOL
PS0802044,MPEMBE PRIMARY SCHOOL
PS0802065,MSANGI PRIMARY SCHOOL
PS0802025,MTAMA PRIMARY SCHOOL
PS0802059,MTEGU PRIMARY SCHOOL
PS0802026,MTUA PRIMARY SCHOOL
PS0802027,MTUMBYA PRIMARY SCHOOL
PS0802056,MWANGU PRIMARY SCHOOL
PS0802028,NACHUNYU PRIMARY SCHOOL
PS0802029,NAHUKAHUKA PRIMARY SCHOOL
PS0802030,NAMANGALE PRIMARY SCHOOL
PS0802081,NAMDEDA PRIMARY SCHOOL
PS0802052,NAMPUNGA PRIMARY SCHOOL
PS0802068,NAMTUMBULA PRIMARY SCHOOL
PS0802032,NAMUNDA PRIMARY SCHOOL
PS0802031,NAMUPA PRIMARY SCHOOL
PS0802042,NANG'AKA PRIMARY SCHOOL
PS0802057,NARWADI PRIMARY SCHOOL
PS0802033,NAVANGA PRIMARY SCHOOL
PS0802048,NG`AWA PRIMARY SCHOOL
PS0802078,NIKOWELA PRIMARY SCHOOL
PS0802069,NJONJO PRIMARY SCHOOL
PS0802066,NNDAWA PRIMARY SCHOOL
PS0802036,NTAUNA PRIMARY SCHOOL
PS0802037,NTENE PRIMARY SCHOOL
PS0802034,NYANGAMARA PRIMARY SCHOOL
PS0802035,NYANGAO PRIMARY SCHOOL
PS0802038,NYENGEDI PRIMARY SCHOOL
PS0802039,NYUNDO I PRIMARY SCHOOL
PS0802086,PANGABOI PRIMARY SCHOOL
PS0802053,RUHOKWE PRIMARY SCHOOL
PS0802040,RUO PRIMARY SCHOOL
PS0802045,SHUKA PRIMARY SCHOOL
PS0802046,SIMANA PRIMARY SCHOOL
PS0802070,SONGAMBELE PRIMARY SCHOOL
PS0802041,SUDI PRIMARY SCHOOL
PS0802077,UJIRANIMWEMA PRIMARY SCHOOL
PS0802064,UTIMBE PRIMARY SCHOOL
PS0805003,CHEMCHEM PRIMARY SCHOOL
PS0805004,CHIGANGA PRIMARY SCHOOL
PS0805102,CHILAILE PRIMARY SCHOOL
PS0805005,CHIMBENDENGA PRIMARY SCHOOL
PS0805006,CHINGUNDULI PRIMARY SCHOOL
PS0805007,CHIOLA PRIMARY SCHOOL
PS0805008,CHIUMBATI PRIMARY SCHOOL
PS0805084,CHIWINDI PRIMARY SCHOOL
PS0805097,FARM 17 PRIMARY SCHOOL
PS0805093,FARM 8 PRIMARY SCHOOL
PS0805083,GAMA PRIMARY SCHOOL
PS0805009,IKUNGU PRIMARY SCHOOL
PS0805099,ILOLO PRIMARY SCHOOL
PS0805079,ILULU PRIMARY SCHOOL
PS0805072,JANGWANI PRIMARY SCHOOL
PS0805080,JITEGEMEE PRIMARY SCHOOL
PS0805081,JUHUDI PRIMARY SCHOOL
PS0805094,KALOLENI PRIMARY SCHOOL
PS0805085,KIBAONI PRIMARY SCHOOL
PS0805010,KIEGEI PRIMARY SCHOOL
PS0805011,KIHUWE PRIMARY SCHOOL
PS0805012,KILIMARONDO PRIMARY SCHOOL
PS0805013,KIPARA PRIMARY SCHOOL
PS0805014,KITANDI PRIMARY SCHOOL
PS0805104,KONGO PRIMARY SCHOOL
PS0805105,LIKONGOWELE PRIMARY SCHOOL
PS0805015,LIKWELA PRIMARY SCHOOL
PS0805016,LIONJA PRIMARY SCHOOL
PS0805077,LIPUYU PRIMARY SCHOOL
PS0805017,MAJENGO PRIMARY SCHOOL
PS0805018,MAJIMAJI PRIMARY SCHOOL
PS0805074,MAJOGO PRIMARY SCHOOL
PS0805019,MAJONANGA PRIMARY SCHOOL
PS0805087,MAKITIKITI PRIMARY SCHOOL
PS0805020,MANDAI PRIMARY SCHOOL
PS0805021,MANDAWA PRIMARY SCHOOL
PS0805022,MAPINDUZI PRIMARY SCHOOL
PS0805023,MARAMBO PRIMARY SCHOOL
PS0805024,MATANGINI PRIMARY SCHOOL
PS0805025,MAUHINDA PRIMARY SCHOOL
PS0805026,MAYAKA PRIMARY SCHOOL
PS0805071,MAZIWA PRIMARY SCHOOL
PS0805027,MBONDO PRIMARY SCHOOL
PS0805088,MBUTE PRIMARY SCHOOL
PS0805028,MCHANGANI PRIMARY SCHOOL
PS0805073,MCHONDA PRIMARY SCHOOL
PS0805089,MIANZINI PRIMARY SCHOOL
PS0805029,MITUMBATI PRIMARY SCHOOL
PS0805103,MIUMBUTI PRIMARY SCHOOL
PS0805030,MKOKA PRIMARY SCHOOL
PS0805031,MKONJELA PRIMARY SCHOOL
PS0805032,MKOTOKUYANA PRIMARY SCHOOL
PS0805101,MKUKWE PRIMARY SCHOOL
PS0805033,MKUMBA PRIMARY SCHOOL
PS0805091,MKURUPILO PRIMARY SCHOOL
PS0805106,MKWAJUNI PRIMARY SCHOOL
PS0805034,MNERO PRIMARY SCHOOL
PS0805035,MPIRUKA PRIMARY SCHOOL
PS0805070,MPUTE PRIMARY SCHOOL
PS0805036,MTIMBO PRIMARY SCHOOL
PS0805037,MTUA PRIMARY SCHOOL
PS0805038,MUUNGANO PRIMARY SCHOOL
PS0805108,MUZDALIFA ISLAMIC PRIMARY SCHOOL
PS0805039,MWANDILA PRIMARY SCHOOL
PS0805040,MWENGE PRIMARY SCHOOL
PS0805041,NACHINGWEA PRIMARY SCHOOL
PS0805114,NAGAGA PRIMARY SCHOOL
PS0805068,NAHIMBA PRIMARY SCHOOL
PS0805042,NAIPANGA PRIMARY SCHOOL
PS0805043,NAIPINGO PRIMARY SCHOOL
PS0805045,NAKALONJI PRIMARY SCHOOL
PS0805044,NALENGWE PRIMARY SCHOOL
PS0805051,NAMANJA PRIMARY SCHOOL
PS0805046,NAMAPWIA PRIMARY SCHOOL
PS0805047,NAMATULA PRIMARY SCHOOL
PS0805078,NAMATUMBUSI PRIMARY SCHOOL
PS0805069,NAMATUNU PRIMARY SCHOOL
PS0805098,NAMAUNI PRIMARY SCHOOL
PS0805086,NAMBALAPALA PRIMARY SCHOOL
PS0805048,NAMBAMBO PRIMARY SCHOOL
PS0805049,NAMIKANGO PRIMARY SCHOOL
PS0805050,NAMKULA PRIMARY SCHOOL
PS0805052,NAMMANGA PRIMARY SCHOOL
PS0805092,NAMPEMBA PRIMARY SCHOOL
PS0805119,NANDEMBO PRIMARY SCHOOL
PS0805100,NANDILE PRIMARY SCHOOL
PS0805075,NANG'ONDO PRIMARY SCHOOL
PS0805053,NANGOWE PRIMARY SCHOOL
PS0805054,NANGUNDE PRIMARY SCHOOL
PS0805055,NANJIHI PRIMARY SCHOOL
PS0805090,NARUNGOMBE PRIMARY SCHOOL
PS0805110,NAUNGO PRIMARY SCHOOL
PS0805056,NDITI PRIMARY SCHOOL
PS0805057,NDOMONDO PRIMARY SCHOOL
PS0805058,NDOMONI PRIMARY SCHOOL
PS0805107,NGANGAMBO PRIMARY SCHOOL
PS0805059,NGUNICHILE PRIMARY SCHOOL
PS0805076,NGUVUMOJA PRIMARY SCHOOL
PS0805060,NTILA PRIMARY SCHOOL
PS0805095,NYAMBI PRIMARY SCHOOL
PS0805082,RAHALEO PRIMARY SCHOOL
PS0805061,RUPONDA PRIMARY SCHOOL
PS0805062,RUPOTA PRIMARY SCHOOL
PS0805063,RWEJE PRIMARY SCHOOL
PS0805109,SILVERNACHI PRIMARY SCHOOL
PS0805064,SONGAMBELE PRIMARY SCHOOL
PS0805065,STESHENI PRIMARY SCHOOL
PS0805066,TUNDURU-YA-LEO PRIMARY SCHOOL
PS0805067,UHURU PRIMARY SCHOOL
PS0805096,UKOMBOZI PRIMARY SCHOOL
PS0806001,CHIBULA PRIMARY SCHOOL
PS0806004,CHIENJELE PRIMARY SCHOOL
PS0806082,CHIKOKO PRIMARY SCHOOL
PS0806002,CHIKUNDI PRIMARY SCHOOL
PS0806050,CHIKWALE PRIMARY SCHOOL
PS0806007,CHILANGALILE PRIMARY SCHOOL
PS0806066,CHIMBILA 'B' PRIMARY SCHOOL
PS0806006,CHIMBILA PRIMARY SCHOOL
PS0806073,CHINGUMBWA PRIMARY SCHOOL
PS0806046,CHINOKOLE PRIMARY SCHOOL
PS0806005,CHINONGWE PRIMARY SCHOOL
PS0806089,CHIWANGALA PRIMARY SCHOOL
PS0806003,CHUNYU PRIMARY SCHOOL
PS0806051,DODOMA PRIMARY SCHOOL
PS0806008,IPINGO PRIMARY SCHOOL
PS0806067,JUHUDI PRIMARY SCHOOL
PS0806053,KIPINDIMBI PRIMARY SCHOOL
PS0806009,KITANDI PRIMARY SCHOOL
PS0806076,LICHWACHWA PRIMARY SCHOOL
PS0806012,LIKANGARA PRIMARY SCHOOL
PS0806014,LIKUNJA PRIMARY SCHOOL
PS0806011,LIKWACHU PRIMARY SCHOOL
PS0806052,LIPANDE PRIMARY SCHOOL
PS0806054,LITAMA PRIMARY SCHOOL
PS0806010,LIUGURU PRIMARY SCHOOL
PS0806013,LUCHELEGWA PRIMARY SCHOOL
PS0806024,MACHANG'ANJA PRIMARY SCHOOL
PS0806075,MAGUJA PRIMARY SCHOOL
PS0806022,MAKANJIRO PRIMARY SCHOOL
PS0806018,MALOLO PRIMARY SCHOOL
PS0806057,MAMBA PRIMARY SCHOOL
PS0806023,MANDARAWE PRIMARY SCHOOL
PS0806029,MANDAWA PRIMARY SCHOOL
PS0806068,MANOKWE PRIMARY SCHOOL
PS0806027,MATAMBARALE PRIMARY SCHOOL
PS0806072,MATUMBU PRIMARY SCHOOL
PS0806047,MBANGARA PRIMARY SCHOOL
PS0806019,MBECHA PRIMARY SCHOOL
PS0806025,MBEKENYERA PRIMARY SCHOOL
PS0806094,MBUNGU PRIMARY SCHOOL
PS0806058,MBUYUNI PRIMARY SCHOOL
PS0806086,MCHENGANYUMBA PRIMARY SCHOOL
PS0806020,MIBURE PRIMARY SCHOOL
PS0806017,MICHENGA PRIMARY SCHOOL
PS0806016,MIHEWE PRIMARY SCHOOL
PS0806074,MITOPE PRIMARY SCHOOL
PS0806021,MKATA PRIMARY SCHOOL
PS0806026,MKUTINGOME PRIMARY SCHOOL
PS0806056,MMAWA PRIMARY SCHOOL
PS0806015,MNACHO PRIMARY SCHOOL
PS0806078,MNAMBA PRIMARY SCHOOL
PS0806096,MPANYU PRIMARY SCHOOL
PS0806081,MPARA PRIMARY SCHOOL
PS0806070,MPUMBE PRIMARY SCHOOL
PS0806055,MTAKUJA PRIMARY SCHOOL
PS0806065,MTAWILILE PRIMARY SCHOOL
PS0806028,MTONDO PRIMARY SCHOOL
PS0806085,MTOPITOPI PRIMARY SCHOOL
PS0806097,NACHINUKU PRIMARY SCHOOL
PS0806059,NACHINYIMBA PRIMARY SCHOOL
PS0806087,NACHIULAGA PRIMARY SCHOOL
PS0806079,NACHIUNGO PRIMARY SCHOOL
PS0806030,NAHANGA PRIMARY SCHOOL
PS0806060,NAMAKONDE PRIMARY SCHOOL
PS0806040,NAMAKUKU PRIMARY SCHOOL
PS0806091,NAMAPOU PRIMARY SCHOOL
PS0806031,NAMBILANJE PRIMARY SCHOOL
PS0806033,NAMICHIGA PRIMARY SCHOOL
PS0806077,NAMIENJE PRIMARY SCHOOL
PS0806061,NAMIHEGU PRIMARY SCHOOL
PS0806036,NAMIKULO PRIMARY SCHOOL
PS0806035,NAMILEMA PRIMARY SCHOOL
PS0806088,NAMITENDE PRIMARY SCHOOL
PS0806048,NAMKATILA PRIMARY SCHOOL
PS0806049,NAMKONJELA PRIMARY SCHOOL
PS0806042,NANDAGALA PRIMARY SCHOOL
PS0806034,NANDANDARA PRIMARY SCHOOL
PS0806043,NANDANGA PRIMARY SCHOOL
PS0806038,NANDENJE PRIMARY SCHOOL
PS0806044,NANGANGA PRIMARY SCHOOL
PS0806041,NANGUMBU PRIMARY SCHOOL
PS0806062,NANGURUGAI PRIMARY SCHOOL
PS0806032,NANJARU PRIMARY SCHOOL
PS0806037,NARUNGOMBE PRIMARY SCHOOL
PS0806063,NAUNAMBE PRIMARY SCHOOL
PS0806069,NDANDAWALE PRIMARY SCHOOL
PS0806080,NG'ALILE PRIMARY SCHOOL
PS0806064,NG'IMBWA PRIMARY SCHOOL
PS0806095,NJENGA PRIMARY SCHOOL
PS0806039,NKOWE PRIMARY SCHOOL
PS0806045,RUANGWA PRIMARY SCHOOL
PS0806084,SOUTHERN STAR PRIMARY SCHOOL
PS0806071,UHURU PRIMARY SCHOOL
PS0806083,WONDER KIDS PRIMARY SCHOOL
PS0901135,BIGEGU PRIMARY SCHOOL
PS0901003,BUGUMA PRIMARY SCHOOL
PS0901004,BUKAMA PRIMARY SCHOOL
PS0901106,BULAMBA PRIMARY SCHOOL
PS0901006,BULENDABUFWE PRIMARY SCHOOL
PS0901111,BULOMBA PRIMARY SCHOOL
PS0901008,BUNERE PRIMARY SCHOOL
PS0901161,BUNYUNYI PRIMARY SCHOOL
PS0901009,BUSAMBARA PRIMARY SCHOOL
PS0901145,BUSAMBU PRIMARY SCHOOL
PS0901010,BUSORE PRIMARY SCHOOL
PS0901011,BUZIMBWE PRIMARY SCHOOL
PS0901012,BWANZA PRIMARY SCHOOL
PS0901110,CHAMAKAPO PRIMARY SCHOOL
PS0901129,CHAMTIGITI PRIMARY SCHOOL
PS0901150,CHINGURUBILA PRIMARY SCHOOL
PS0901156,DODOMA PRIMARY SCHOOL
PS0901102,HARUZALE PRIMARY SCHOOL
PS0901165,HOPE ADVENTIST PRIMARY SCHOOL
PS0901017,HUNYARI PRIMARY SCHOOL
PS0901099,IBWAGALILO PRIMARY SCHOOL
PS0901018,IGUNDU PRIMARY SCHOOL
PS0901019,IKIZU 'A' PRIMARY SCHOOL
PS0901130,IKIZU 'B' PRIMARY SCHOOL
PS0901020,ISANJU PRIMARY SCHOOL
PS0901021,KABAINJA PRIMARY SCHOOL
PS0901024,KABIRIZI PRIMARY SCHOOL
PS0901101,KAMBARAGE PRIMARY SCHOOL
PS0901026,KAMBUBU PRIMARY SCHOOL
PS0901146,KAMULEBYA PRIMARY SCHOOL
PS0901027,KARUKEKERE 'A' PRIMARY SCHOOL
PS0901120,KARUKEKERE 'B' PRIMARY SCHOOL
PS0901028,KASAHUNGA PRIMARY SCHOOL
PS0901029,KASUGUTI PRIMARY SCHOOL
PS0901030,KENKOMBYO PRIMARY SCHOOL
PS0901103,KETARE PRIMARY SCHOOL
PS0901031,KIBARA 'A' PRIMARY SCHOOL
PS0901131,KIBARA 'B' PRIMARY SCHOOL
PS0901032,KIGAGA PRIMARY SCHOOL
PS0901033,KIHUMBU PRIMARY SCHOOL
PS0901168,KILIMANI PRIMARY SCHOOL
PS0901035,KIROLELI PRIMARY SCHOOL
PS0901037,KISORYA PRIMARY SCHOOL
PS0901038,KITENGULE PRIMARY SCHOOL
PS0901042,KURUSANGA PRIMARY SCHOOL
PS0901043,KYANDEGE PRIMARY SCHOOL
PS0901015,MAFWELE PRIMARY SCHOOL
PS0901163,MAHANGA PRIMARY SCHOOL
PS0901045,MAHYOLO PRIMARY SCHOOL
PS0901104,MAKWA PRIMARY SCHOOL
PS0901046,MANCHIMWERU 'A' PRIMARY SCHOOL
PS0901134,MANCHIMWERU 'B' PRIMARY SCHOOL
PS0901100,MANYANGARE PRIMARY SCHOOL
PS0901047,MARAMBEKA PRIMARY SCHOOL
PS0901048,MARIWANDA 'A' PRIMARY SCHOOL
PS0901137,MARIWANDA 'B' PRIMARY SCHOOL
PS0901151,MASABA PRIMARY SCHOOL
PS0901049,MASAHUNGA PRIMARY SCHOOL
PS0901056,MCHIGONDO PRIMARY SCHOOL
PS0901051,MEKOMARIRO 'A' PRIMARY SCHOOL
PS0901122,MEKOMARIRO 'B' PRIMARY SCHOOL
PS0901055,MIHINGO PRIMARY SCHOOL
PS0901058,MUGARA 'A' PRIMARY SCHOOL
PS0901133,MUGARA 'B' PRIMARY SCHOOL
PS0901059,MUGETA PRIMARY SCHOOL
PS0901162,MUGETA PRIMARY SCHOOL
PS0901060,MUMAGUNGA PRIMARY SCHOOL
PS0901061,MURANDA 'A' PRIMARY SCHOOL
PS0901124,MURANDA 'B' PRIMARY SCHOOL
PS0901147,MUUNGANO PRIMARY SCHOOL
PS0901158,MWIBARA PRIMARY SCHOOL
PS0901064,MWIRURUMA PRIMARY SCHOOL
PS0901062,MWISENI PRIMARY SCHOOL
PS0901063,MWITENDE PRIMARY SCHOOL
PS0901065,NAFUBA PRIMARY SCHOOL
PS0901066,NAKATUBA PRIMARY SCHOOL
PS0901067,NAMALAMA PRIMARY SCHOOL
PS0901068,NAMALEBE PRIMARY SCHOOL
PS0901069,NAMBAZA PRIMARY SCHOOL
PS0901070,NAMBUBI PRIMARY SCHOOL
PS0901072,NAMHULA PRIMARY SCHOOL
PS0901071,NAMHULA-STOO PRIMARY SCHOOL
PS0901073,NAMIBU 'A' PRIMARY SCHOOL
PS0901125,NAMIBU 'B' PRIMARY SCHOOL
PS0901074,NANSIMO PRIMARY SCHOOL
PS0901112,NANSURULI PRIMARY SCHOOL
PS0901076,NYABURUNDU PRIMARY SCHOOL
PS0901166,NYABUZUME PRIMARY SCHOOL
PS0901152,NYAMAKOMBU PRIMARY SCHOOL
PS0901080,NYAMITWEBILI PRIMARY SCHOOL
PS0901081,NYAMUSWA 'A' PRIMARY SCHOOL
PS0901126,NYAMUSWA 'B' PRIMARY SCHOOL
PS0901082,NYANG'ARANGA PRIMARY SCHOOL
PS0901083,NYANGERE PRIMARY SCHOOL
PS0901153,NYANSIRORI PRIMARY SCHOOL
PS0901086,RAGATA PRIMARY SCHOOL
PS0901141,RAKANA PRIMARY SCHOOL
PS0901167,SABASITA PRIMARY SCHOOL
PS0901088,SALAMA 'A' PRIMARY SCHOOL
PS0901128,SALAMA 'B' PRIMARY SCHOOL
PS0901089,SALAMA-KATI PRIMARY SCHOOL
PS0901090,SANZATE PRIMARY SCHOOL
PS0901105,SARAKWA PRIMARY SCHOOL
PS0901092,SARAWE PRIMARY SCHOOL
PS0901094,SIKIRO PRIMARY SCHOOL
PS0901164,ST. GREGORY PRIMARY SCHOOL
PS0901160,STEVEN WASIRA  PRIMARY SCHOOL
PS0901095,SUNSI 'A' PRIMARY SCHOOL
PS0901127,SUNSI 'B' PRIMARY SCHOOL
PS0901098,TINGIRIMA PRIMARY SCHOOL
PS0909070,ACT-SHALOM PRIMARY SCHOOL
PS0909085,AMANI LUTHERAN PRIMARY SCHOOL
PS0909081,AZIMIO PRIMARY SCHOOL
PS0909001,BALILI A PRIMARY SCHOOL
PS0909002,BALILI B PRIMARY SCHOOL
PS0909003,BIGUTU PRIMARY SCHOOL
PS0909004,BITARAGURU A PRIMARY SCHOOL
PS0909005,BITARAGURU B PRIMARY SCHOOL
PS0909006,BUKORE PRIMARY SCHOOL
PS0909007,BUNDA A PRIMARY SCHOOL
PS0909008,BUNDA B PRIMARY SCHOOL
PS0909082,BUNDA STOO PRIMARY SCHOOL
PS0909009,BUSHIGWAMALA PRIMARY SCHOOL
PS0909010,BUTAKALE PRIMARY SCHOOL
PS0909073,CHAMGONGO PRIMARY SCHOOL
PS0909011,CHANGUGE PRIMARY SCHOOL
PS0909012,CHIRINGE A PRIMARY SCHOOL
PS0909013,CHIRINGE B PRIMARY SCHOOL
PS0909014,DAYSTAR PRIMARY SCHOOL
PS0909015,FASEJOMA PRIMARY SCHOOL
PS0909016,GUTA A PRIMARY SCHOOL
PS0909017,GUTA B PRIMARY SCHOOL
PS0909065,IHALE PRIMARY SCHOOL
PS0909018,KABARIMU A PRIMARY SCHOOL
PS0909019,KABARIMU B PRIMARY SCHOOL
PS0909020,KABASA A PRIMARY SCHOOL
PS0909021,KABASA B PRIMARY SCHOOL
PS0909022,KAMKENGA PRIMARY SCHOOL
PS0909023,KANGETUTYA PRIMARY SCHOOL
PS0909024,KILIMANI PRIMARY SCHOOL
PS0909025,KINYAMBWIGA A PRIMARY SCHOOL
PS0909026,KINYAMBWIGA B PRIMARY SCHOOL
PS0909027,KISANGWA PRIMARY SCHOOL
PS0909028,KITARAMAKA PRIMARY SCHOOL
PS0909029,KIWASI PRIMARY SCHOOL
PS0909030,KUNANGA PRIMARY SCHOOL
PS0909031,KUNG'OMBE A PRIMARY SCHOOL
PS0909032,KUNG'OMBE B PRIMARY SCHOOL
PS0909033,KUNZUGU PRIMARY SCHOOL
PS0909034,LIGAMBA PRIMARY SCHOOL
PS0909035,MAJENGO PRIMARY SCHOOL
PS0909066,MAKALEKALE PRIMARY SCHOOL
PS0909036,MAZOEZI BUNDA PRIMARY SCHOOL
PS0909071,MBUGANI PRIMARY SCHOOL
PS0909037,MCHARO PRIMARY SCHOOL
PS0909038,MIEMBENI A PRIMARY SCHOOL
PS0909039,MIEMBENI B PRIMARY SCHOOL
PS0909040,MIGUNGANI PRIMARY SCHOOL
PS0909041,MIHALE PRIMARY SCHOOL
PS0909068,MT. FRANCIS WA ASSIS PRIMARY SCHOOL
PS0909042,MUGAJA PRIMARY SCHOOL
PS0909043,MZUMA PRIMARY SCHOOL
PS0909044,NYABEHU PRIMARY SCHOOL
PS0909045,NYAMATOKE PRIMARY SCHOOL
PS0909046,NYAMBITILWA PRIMARY SCHOOL
PS0909047,NYAMILAMA PRIMARY SCHOOL
PS0909048,NYANTARE PRIMARY SCHOOL
PS0909049,NYASANA PRIMARY SCHOOL
PS0909050,NYASURA PRIMARY SCHOOL
PS0909052,NYERERE PRIMARY SCHOOL
PS0909053,NYIHANGA PRIMARY SCHOOL
PS0909055,RUBANA PRIMARY SCHOOL
PS0909056,RWABU PRIMARY SCHOOL
PS0909057,SAZIRA PRIMARY SCHOOL
PS0909058,SENGEREMA PRIMARY SCHOOL
PS0909069,SHIYENZO PRIMARY SCHOOL
PS0909060,ST. PAUL'S PRIMARY SCHOOL
PS0909067,ST.MARIA ROSE PRIMARY SCHOOL
