code,name
S.2029,SHUNGUBWENI SECONDARY SCHOOL
S.2030,BUYENZI SECONDARY SCHOOL
S.2031,KISASA SECONDARY SCHOOL
S.2032,CHINANGALI SECONDARY SCHOOL
S.2033,VIWANDANI SECONDARY SCHOOL
S.2034,MIYUJI SECONDARY SCHOOL
S.2035,KIKOMBO SECONDARY SCHOOL
S.2036,NTUCHI SECONDARY SCHOOL
S.2037,MAKATA SECONDARY SCHOOL
S.2038,KIKULYUNGU SECONDARY SCHOOL
S.2039,NGONGO SECONDARY SCHOOL
S.2040,MANDWANGA SECONDARY SCHOOL
S.2041,CHIUTA SECONDARY SCHOOL
S.2042,SAKAYO MOSHA SECONDARY SCHOOL
S.2043,GIRIKU SECONDARY SCHOOL
S.2044,IDUDA SECONDARY SCHOOL
S.2045,MANGI SINA SECONDARY SCHOOL
S.2046,KENTON TABATA SECONDARY SCHOOL
S.2047,BUSISI SECONDARY SCHOOL
S.2048,LUGATA SECONDARY SCHOOL
S.2049,ILIGAMBA SECONDARY SCHOOL
S.2050,NYANDEO SECONDARY SCHOOL
S.2051,KIYONGWILE SECONDARY SCHOOL
S.2052,MCHOMBE SECONDARY SCHOOL
S.2053,CHITA SECONDARY SCHOOL
S.2054,MATUNDU HILL SECONDARY SCHOOL
S.2055,MUTENGA SECONDARY SCHOOL
S.2056,LUHOLOLO SECONDARY SCHOOL
S.2057,MARIA NYERERE SECONDARY SCHOOL
S.2058,THOMAS NYIMBO SECONDARY SCHOOL
S.2059,NGULILO SECONDARY SCHOOL
S.2060,MAGHARE SECONDARY SCHOOL
S.2061,KAJUNJUMELE SECONDARY SCHOOL
S.2062,MASUKILA SECONDARY SCHOOL
S.2063,MWAYA SECONDARY SCHOOL
S.2064,NKUYU SECONDARY SCHOOL
S.2065,MBEBE SECONDARY SCHOOL
S.2066,IPUNGA SECONDARY SCHOOL
S.2067,MPEMBA SECONDARY SCHOOL
S.2068,ISANDULA SECONDARY SCHOOL
S.2069,MATIMIRA SECONDARY SCHOOL
S.2070,GUMBIRO SECONDARY SCHOOL
S.2071,LUCHILI SECONDARY SCHOOL
S.2072,MGOMBASI SECONDARY SCHOOL
S.2073,NANUNGU SECONDARY SCHOOL
S.2074,MSINDO SECONDARY SCHOOL
S.2075,BURUMA SECONDARY SCHOOL
S.2076,KIRIBA SECONDARY SCHOOL
S.2077,NYANJA SECONDARY SCHOOL
S.2078,MASABA SECONDARY SCHOOL
S.2079,BUTUGURI SECONDARY SCHOOL
S.2080,WEGERO SECONDARY SCHOOL
S.2082,BUMASWA DAY SECONDARY SCHOOL
S.2083,BUKO SECONDARY SCHOOL
S.2084,MKIRIRA SECONDARY SCHOOL
S.2085,KILEO DAY SECONDARY SCHOOL
S.2086,KAKORA SECONDARY SCHOOL
S.2087,ISAKAMAWE SECONDARY SCHOOL
S.2088,ILOLANGULU SECONDARY SCHOOL
S.2089,IYOGELO SECONDARY SCHOOL
S.2090,LAGHANGA SECONDARY SCHOOL
S.2091,MWAMASHELE SECONDARY SCHOOL
S.2092,UKENYENGE SECONDARY SCHOOL
S.2093,BUBIKI SECONDARY SCHOOL
S.2094,DIDIA SECONDARY SCHOOL
S.2095,IMESELA SECONDARY SCHOOL
S.2096,USULE SECONDARY SCHOOL
S.2097,PANDAGICHIZA SECONDARY SCHOOL
S.2098,LYABUKANDE SECONDARY SCHOOL
S.2099,SAKASAKA SECONDARY SCHOOL
S.2100,MWAMANONGU SECONDARY SCHOOL
S.2101,MZALENDO SECONDARY SCHOOL
S.2102,LUFINGO SECONDARY SCHOOL
S.2103,ITALE SECONDARY SCHOOL
S.2104,BUPIGU SECONDARY SCHOOL
S.2105,NYALANJA SECONDARY SCHOOL
S.2106,MAHEMBE SECONDARY SCHOOL
S.2107,SOMANDA SECONDARY SCHOOL
S.2108,MWADOBANA DAY SECONDARY SCHOOL
S.2109,GASUMA SECONDARY SCHOOL
S.2110,MHUNZE SECONDARY SCHOOL
S.2111,MWASWALE SECONDARY SCHOOL
S.2112,BUMERA SECONDARY SCHOOL
S.2113,NYAKABINDI SECONDARY SCHOOL
S.2114,MTWIVILA SECONDARY SCHOOL
S.2115,WALLA SECONDARY SCHOOL
S.2116,NG'WAMABANZA SECONDARY SCHOOL
S.2117,IGALUKILO SECONDARY SCHOOL
S.2118,KONGOLO SECONDARY SCHOOL
S.2119,HARVEST MISSION SECONDARY SCHOOL
S.2120,KATUMA SECONDARY SCHOOL
S.2121,LUHUNGA SECONDARY SCHOOL
S.2123,MAMBA DAY SECONDARY SCHOOL
S.2124,MBINGU SECONDARY SCHOOL
S.2125,RUNDUGAI SECONDARY SCHOOL
S.2126,BICHA SECONDARY SCHOOL
S.2127,KISESE SECONDARY SCHOOL
S.2129,HURUI SECONDARY SCHOOL
S.2130,DILAI SECONDARY SCHOOL
S.2131,JANGALO SECONDARY SCHOOL
S.2132,ITASWI SECONDARY SCHOOL
S.2133,SONGOLO SECONDARY SCHOOL
S.2134,KISULUNI SECONDARY SCHOOL
S.2135,LUHUNDWA SECONDARY SCHOOL
S.2136,MOUNT IGOVU SECONDARY SCHOOL
S.2137,KIMAGHAI SECONDARY SCHOOL
S.2138,VINGHAWE SECONDARY SCHOOL
S.2139,MASSA SECONDARY SCHOOL
S.2140,NKUMBA SECONDARY SCHOOL
S.2141,IPULI SECONDARY SCHOOL
S.2142,KAZE HILL SECONDARY SCHOOL
S.2143,CHEYO SECONDARY SCHOOL
S.2144,ITETEMIA SECONDARY SCHOOL
S.2145,TONGI SECONDARY SCHOOL
S.2146,KAMPALA SECONDARY SCHOOL
S.2147,HAMZA AZIZI ALLY MEMORIAL SECONDARY SCHOOL
S.2148,CHABUTWA SECONDARY SCHOOL
S.2149,PANGALE SECONDARY SCHOOL
S.2150,IGIGWA SECONDARY SCHOOL
S.2151,GOWEKO SECONDARY SCHOOL
S.2152,MAKAZI SECONDARY SCHOOL
S.2153,AQUINAS SECONDARY SCHOOL
S.2154,NITEKELA SECONDARY SCHOOL
S.2155,KISIWA SECONDARY SCHOOL
S.2156,KABAGWE SECONDARY SCHOOL
S.2157,MUHINDA SECONDARY SCHOOL
S.2158,NYAKIMUE SECONDARY SCHOOL
S.2159,MTO BUBU DAY SECONDARY SCHOOL
S.2160,CHANGAA SECONDARY SCHOOL
S.2161,KAAGYA SECONDARY SCHOOL
S.2162,KYAKA SECONDARY SCHOOL
S.2163,BUJUGO SECONDARY SCHOOL
S.2164,KILIMLILE SECONDARY SCHOOL
S.2165,KYAMULAILE SECONDARY SCHOOL
S.2166,KIROKA SECONDARY SCHOOL
S.2167,KINOLE SECONDARY SCHOOL
S.2168,TAWA SECONDARY SCHOOL
S.2169,KISEMU SECONDARY SCHOOL
S.2170,BWAKIRACHINI SECONDARY SCHOOL
S.2171,KISAKI SECONDARY SCHOOL
S.2172,MANDAKA DAY SECONDARY SCHOOL
S.2173,KIRYA DAY SECONDARY SCHOOL
S.2174,NKOMA DAY SECONDARY SCHOOL
S.2175,DR. ALI M. SHEIN SECONDARY SCHOOL
S.2176,MASINDA DAY SECONDARY SCHOOL
S.2177,MUHINTIRI SECONDARY SCHOOL
S.2178,GOLDEN RIDGE SECONDARY SCHOOL
S.2179,NTUNTU SECONDARY SCHOOL
S.2180,MAGNIFICAT SECONDARY SCHOOL
S.2181,KASULU PENTECOSTAL SECONDARY SCHOOL
S.2182,UGHANDI SECONDARY SCHOOL
S.2183,MINYUGHE SECONDARY SCHOOL
S.2184,MWARU SECONDARY SCHOOL
S.2185,MUDIDA SECONDARY SCHOOL
S.2186,MTINKO SECONDARY SCHOOL
S.2187,WEMBERE SECONDARY SCHOOL
S.2188,MSISI SECONDARY SCHOOL
S.2189,IRISYA SECONDARY SCHOOL
S.2190,MAKURO SECONDARY SCHOOL
S.2191,MWANAMWEMA SHEIN SECONDARY SCHOOL
S.2192,KIMADOI SECONDARY SCHOOL
S.2193,KINTINKU SECONDARY SCHOOL
S.2194,MAKURU SECONDARY SCHOOL
S.2195,NKONKO SECONDARY SCHOOL
S.2196,HEKA SECONDARY SCHOOL
S.2197,MANYONI SECONDARY SCHOOL
S.2198,MTIPA SECONDARY SCHOOL
S.2199,MWANKOKO SECONDARY SCHOOL
S.2200,MTAMAA SECONDARY SCHOOL
S.2201,UNYAMIKUMBI SECONDARY SCHOOL
S.2202,MUNGUMAJI SECONDARY SCHOOL
S.2203,MANDEWA SECONDARY SCHOOL
S.2204,NDUGUTI SECONDARY SCHOOL
S.2205,KINYANGIRI SECONDARY SCHOOL
S.2206,MEASKRON SECONDARY SCHOOL
S.2207,KUNZUGU SECONDARY SCHOOL
S.2208,RUHANGA SECONDARY SCHOOL
S.2209,KASUNGAMILE SECONDARY SCHOOL
S.2210,ECKERNFORDE CAMBRIDGE SECONDARY SCHOOL
S.2211,MWILAMVYA SECONDARY SCHOOL
S.2212,MWESE SECONDARY SCHOOL
S.2213,USEVYA SECONDARY SCHOOL
S.2214,RUNGWA SECONDARY SCHOOL
S.2215,KALAMBO SECONDARY SCHOOL
S.2216,MAZOKA SECONDARY SCHOOL
S.2217,MPUNYULE SECONDARY SCHOOL
S.2218,NAHUKAHUKA SECONDARY SCHOOL
S.2219,NAMBAMBO SECONDARY SCHOOL
S.2220,NAIPANGA SECONDARY SCHOOL
S.2221,NAIPINGO SECONDARY SCHOOL
S.2222,MARAMBO SECONDARY SCHOOL
S.2223,IWAMBI SECONDARY SCHOOL
S.2224,MLAFU SECONDARY SCHOOL
S.2225,UHAMBINGETO SECONDARY SCHOOL
S.2226,MASISIWE SECONDARY SCHOOL
S.2227,KITOWO SECONDARY SCHOOL
S.2228,KILOLE DAY SECONDARY SCHOOL
S.2229,MADEGE SECONDARY SCHOOL
S.2230,NDAMA SECONDARY SCHOOL
S.2231,CHAKARURU SECONDARY SCHOOL
S.2232,NYAKAHANGA SECONDARY SCHOOL
S.2233,KAYANGA SECONDARY SCHOOL
S.2234,RUHINDA SECONDARY SCHOOL
S.2235,NKWENDA SECONDARY SCHOOL
S.2236,NTARE SECONDARY SCHOOL
S.2237,KIHANGA SECONDARY SCHOOL
S.2238,NYAMILIMA SECONDARY SCHOOL
S.2239,NYABUSOZI SECONDARY SCHOOL
S.2240,MAKURUGUSI SECONDARY SCHOOL
S.2241,ILEMELA SECONDARY SCHOOL
S.2242,NYALUHANDE DAY SECONDARY SCHOOL
S.2243,ITUMBILI SECONDARY SCHOOL
S.2244,LAMADI SECONDARY SCHOOL
S.2245,KITUMBA SECONDARY SCHOOL
S.2246,LEMIRA DAY SECONDARY SCHOOL
S.2247,MARIRE DAY SECONDARY SCHOOL
S.2248,MUKWASA DAY SECONDARY SCHOOL
S.2249,FUKA SECONDARY SCHOOL
S.2250,MBUZII SECONDARY SCHOOL
S.2251,MAYO DAY SECONDARY SCHOOL
S.2252,ALOYSIUS SECONDARY SCHOOL
S.2253,PONGWE SECONDARY SCHOOL
S.2254,KIHERE SECONDARY SCHOOL
S.2255,POTWE DAY SECONDARY SCHOOL
S.2256,MANZA DAY SECONDARY SCHOOL
S.2257,MJI MPYA SECONDARY SCHOOL
S.2258,REGINALD MENGI SECONDARY SCHOOL
S.2259,MARY NAGU SECONDARY SCHOOL
S.2260,MASAKTA SECONDARY SCHOOL
S.2261,DANIEL NOUD SECONDARY SCHOOL
S.2262,WARETA SECONDARY SCHOOL
S.2263,GISAMBALANG SECONDARY SCHOOL
S.2264,HANANG SECONDARY SCHOOL
S.2265,ELERAI SECONDARY SCHOOL
S.2267,MIHINGO SECONDARY SCHOOL
S.2268,LUGONGO SECONDARY SCHOOL
S.2269,BUSANGUMUGU SECONDARY SCHOOL
S.2270,MUKITUNTU SECONDARY SCHOOL
S.2271,MWAMALOLE SECONDARY SCHOOL
S.2272,MWABUMA SECONDARY SCHOOL
S.2273,PAJI SECONDARY SCHOOL
S.2274,LINGEKA SECONDARY SCHOOL
S.2275,LUBIGA SECONDARY SCHOOL
S.2277,BUSI SECONDARY SCHOOL
S.2278,MACECHU SECONDARY SCHOOL
S.2280,UNGULU SECONDARY SCHOOL
S.2281,MTANDI SECONDARY SCHOOL
S.2282,IKINGA SECONDARY SCHOOL
S.2283,NKUNGA SECONDARY SCHOOL
S.2284,MTAMBULA SECONDARY SCHOOL
S.2285,MNINGA SECONDARY SCHOOL
S.2286,KINYANAMBO SECONDARY SCHOOL
S.2287,NYAIBARA SECONDARY SCHOOL
S.2288,KIBASUKA SECONDARY SCHOOL
S.2289,NYIHARA SECONDARY SCHOOL
S.2290,NYAMAGARO SECONDARY SCHOOL
S.2291,CHANZURU SECONDARY SCHOOL
S.2292,MSOWERO SECONDARY SCHOOL
S.2293,MAGUBIKE SECONDARY SCHOOL
S.2294,RUPONDA SECONDARY SCHOOL
S.2295,SAKINA SECONDARY SCHOOL
S.2296,MSANZI SECONDARY SCHOOL
S.2297,NDORWE SECONDARY SCHOOL
S.2300,MTIMBWE SECONDARY SCHOOL
S.2302,KAMWALA SECONDARY SCHOOL
S.2303,NYIENDO SECONDARY SCHOOL
S.2304,SEJELI SECONDARY SCHOOL
S.2305,MURANDA SECONDARY SCHOOL
S.2306,BUSANDA SECONDARY SCHOOL
S.2307,GORONG'A SECONDARY SCHOOL
S.2308,KISUMWA SECONDARY SCHOOL
S.2309,KWAMSISI SECONDARY SCHOOL
S.2310,SHUME SECONDARY SCHOOL
S.2311,MALIGISU SECONDARY SCHOOL
S.2312,SELEBU SECONDARY SCHOOL
S.2313,MWIGUNDU SECONDARY SCHOOL
S.2314,NYERUMA SECONDARY SCHOOL
S.2315,KANDOTO SAYANSI GIRLS' SECONDARY SCHOOL
S.2316,BUHINGU SECONDARY SCHOOL
S.2317,KIPANDE SECONDARY SCHOOL
S.2318,YAKOBI SECONDARY SCHOOL
S.2319,BONGA SECONDARY SCHOOL
S.2320,MANGOTO SECONDARY SCHOOL
S.2321,IGONGWA SECONDARY SCHOOL
S.2322,KIMOCHI SECONDARY SCHOOL
S.2323,MHANDE SECONDARY SCHOOL
S.2324,MBUGANI SECONDARY SCHOOL
S.2325,CANOSSA SECONDARY SCHOOL
S.2326,MANGUANJUKI SECONDARY SCHOOL
S.2327,FOUNTAIN GATE DODOMA SECONDARY SCHOOL
S.2329,NACHUNYU SECONDARY SCHOOL
S.2330,KAGONDO SECONDARY SCHOOL
S.2331,LAKE BABATI SECONDARY SCHOOL
S.2332,AARON HARRIS SECONDARY SCHOOL
S.2333,BRAVO SECONDARY SCHOOL
S.2334,ISLAMIYA SECONDARY SCHOOL
S.2335,YOHANNES SECONDARY SCHOOL
S.2336,EXCELLENCY SECONDARY SCHOOL
S.2337,HALUNGU SECONDARY SCHOOL
S.2338,NAMBINZO SECONDARY SCHOOL
S.2339,KO'SIRYAMU SECONDARY SCHOOL
S.2340,HIMO SECONDARY SCHOOL
S.2342,STAMARIA SALOME SECONDARY SCHOOL
S.2343,MTUMBA SECONDARY SCHOOL
S.2345,HELLEN'S SECONDARY SCHOOL
S.2346,NGWELO SECONDARY SCHOOL
S.2348,ILALA ISLAMIC SECONDARY SCHOOL
S.2349,MGOLA SECONDARY SCHOOL
S.2351,UKATA SECONDARY SCHOOL
S.2352,MKUTI MIXED SECONDARY SCHOOL
S.2353,KING DAVID SECONDARY SCHOOL
S.2354,MARIAN MATER DEI GIRLS SECONDARY SCHOOL
S.2355,NGULUGULU SECONDARY SCHOOL
S.2357,MOUNT KIPENGERE SECONDARY SCHOOL
S.2358,MTAKUJA BEACH SECONDARY SCHOOL
S.2359,MAGHABE SECONDARY SCHOOL
S.2360,MAILISITA SECONDARY SCHOOL
S.2361,MAVANGA SECONDARY SCHOOL
S.2362,NALIMA SECONDARY SCHOOL
S.2363,FARM 17 SECONDARY SCHOOL
S.2364,MTAE SECONDARY SCHOOL
S.2366,KIVULE SECONDARY SCHOOL
S.2367,TOLEDO SECONDARY SCHOOL
S.2368,MAGINDU SECONDARY SCHOOL
S.2369,ULIWA SECONDARY SCHOOL
S.2370,KAFITA SECONDARY SCHOOL
S.2371,BWIREGE SECONDARY SCHOOL
S.2372,NAMAJANI SECONDARY SCHOOL
S.2373,KIJOMBE SECONDARY SCHOOL
S.2374,GHONA SECONDARY SCHOOL
S.2375,KERENGE SECONDARY SCHOOL
S.2376,MUGABE SECONDARY SCHOOL
S.2377,BUNGULWA SECONDARY SCHOOL
S.2378,AIRPORT SECONDARY SCHOOL
S.2379,MAJANI YA CHAI SECONDARY SCHOOL
S.2380,OKAONI SECONDARY SCHOOL
S.2381,TURIANI SECONDARY SCHOOL
S.2384,MWISI SECONDARY SCHOOL
S.2385,KAREMA SECONDARY SCHOOL
S.2386,TLAWI SECONDARY SCHOOL
S.2387,NEEMA SECONDARY SCHOOL
S.2388,KIMBE SECONDARY SCHOOL
S.2389,KIBIRASHI SECONDARY SCHOOL
S.2390,KIKUNDE SECONDARY SCHOOL
S.2391,LUDUGA SECONDARY SCHOOL
S.2392,KAYAO SECONDARY SCHOOL
S.2393,MWASENI SECONDARY SCHOOL
S.2394,MSAFIRI SECONDARY SCHOOL
S.2395,KIWIRA SECONDARY SCHOOL
S.2421,STAR SECONDARY SCHOOL
S.2422,UMBA SECONDARY SCHOOL
S.2423,KYERWA SECONDARY SCHOOL
S.2424,MKUNDI SECONDARY SCHOOL
S.2425,SUNRISE SECONDARY SCHOOL
S.2426,CHAMAZI ISLAMIC SEMINARY
S.2427,ISONGOLE SECONDARY SCHOOL
S.2428,MBUJI SECONDARY SCHOOL
S.2431,MABOGINI SECONDARY SCHOOL
S.2433,GANAKO SECONDARY SCHOOL
S.2434,NGUNJA SECONDARY SCHOOL
S.2435,MDIMBA SECONDARY SCHOOL
S.2436,MAUNDO SECONDARY SCHOOL
S.2437,LIENJE SECONDARY SCHOOL
S.2438,CHINYIKA SECONDARY SCHOOL
S.2439,CHIPOGORO SECONDARY SCHOOL
S.2440,MBUGA SECONDARY SCHOOL
S.2441,MTITAA SECONDARY SCHOOL
S.2442,IBIHWA SECONDARY SCHOOL
S.2443,CHIPANGA SECONDARY SCHOOL
S.2444,IDIFU SECONDARY SCHOOL
S.2445,MPWAYUNGU SECONDARY SCHOOL
S.2446,MSAMALO SECONDARY SCHOOL
S.2447,SEGALA SECONDARY SCHOOL
S.2448,MVUMI MISSION SECONDARY SCHOOL
S.2449,BABAYU SECONDARY SCHOOL
S.2450,ITISO SECONDARY SCHOOL
S.2451,MAKWAWA SECONDARY SCHOOL
S.2452,LAMAITI SECONDARY SCHOOL
S.2453,MPUI SECONDARY SCHOOL
S.2456,BUJELA SECONDARY SCHOOL
S.2457,IPONJOLA SECONDARY SCHOOL
S.2458,KIPAUMBELE SECONDARY SCHOOL
S.2459,MNYAKONGO SECONDARY SCHOOL
S.2460,IDUO SECONDARY SCHOOL
S.2461,CHIWE SECONDARY SCHOOL
S.2462,NGOMAI SECONDARY SCHOOL
S.2463,HEMBAHEMBA SECONDARY SCHOOL
S.2464,SONGAMBELE KILIMANI SECONDARY SCHOOL
S.2465,MANG'HAILA SECONDARY SCHOOL
S.2466,KINDAI SECONDARY SCHOOL
S.2467,FURAHIA SECONDARY SCHOOL
S.2468,ILONGA SECONDARY SCHOOL
S.2469,CELINA KOMBANI SECONDARY SCHOOL
S.2470,MAHENGE SECONDARY SCHOOL
S.2471,UPONERA SECONDARY SCHOOL
S.2472,MINEPA SECONDARY SCHOOL
S.2473,ITETE SECONDARY SCHOOL
S.2474,USANGULE SECONDARY SCHOOL
S.2475,MALINYI SECONDARY SCHOOL
S.2476,MBAGALA SECONDARY SCHOOL
S.2477,PARADIGMS SECONDARY SCHOOL
S.2478,MSENSE SECONDARY SCHOOL
S.2479,GUBALI SECONDARY SCHOOL
S.2480,KWAMTORO SECONDARY SCHOOL
S.2481,GOIMA SECONDARY SCHOOL
S.2482,LOO SECONDARY SCHOOL
S.2483,KOLO SECONDARY SCHOOL
S.2484,KIKORE SECONDARY SCHOOL
S.2485,MASANGE SECONDARY SCHOOL
S.2486,THAWI SECONDARY SCHOOL
S.2487,KALAMBA SECONDARY SCHOOL
S.2488,KIKILO SECONDARY SCHOOL
S.2489,DALAI SECONDARY SCHOOL
S.2490,SERYA SECONDARY SCHOOL
S.2491,KWALE SECONDARY SCHOOL
S.2493,MWATISI SECONDARY SCHOOL
S.2494,MKAMBA SECONDARY SCHOOL
S.2495,MUNZEZE SECONDARY SCHOOL
S.2497,KIPETA SECONDARY SCHOOL
S.2499,TUSIIME SECONDARY SCHOOL
S.2501,KISIBA SECONDARY SCHOOL
S.2502,MBWENI SECONDARY SCHOOL
S.2503,IBABA SECONDARY SCHOOL
S.2504,MALILI SECONDARY SCHOOL
S.2505,RWEPA'S SECONDARY SCHOOL
S.2506,CARMEL SECONDARY SCHOOL
S.2507,NGOMENI SECONDARY SCHOOL
S.2508,ISENI SECONDARY SCHOOL
S.2510,ISTIQAMA SECONDARY SCHOOL
S.2511,MADISI SECONDARY SCHOOL
S.2512,MOHORO SECONDARY SCHOOL
S.2515,FPCT-TUMAINI SECONDARY SCHOOL
S.2516,GRACE SECONDARY SCHOOL
S.2518,KIWERE SECONDARY SCHOOL
S.2519,SWAYA SECONDARY SCHOOL
S.2520,SELEMBALA SECONDARY SCHOOL
S.2521,MTAKUJA SECONDARY SCHOOL
S.2522,MPONDE SECONDARY SCHOOL
S.2523,SHUNGA SECONDARY SCHOOL
S.2524,MURUSAGAMBA SECONDARY SCHOOL
S.2525,KIRUSHYA SECONDARY SCHOOL
S.2526,BARIKIWA SECONDARY SCHOOL
S.2529,BUGOGWA SECONDARY SCHOOL
S.2530,NYAMANORO SECONDARY SCHOOL
S.2531,KASHISHI SECONDARY SCHOOL
S.2532,ADAM SECONDARY SCHOOL
S.2533,SAMBU SECONDARY SCHOOL
S.2534,GUTA SECONDARY SCHOOL
S.2535,KABULA SECONDARY SCHOOL
S.2537,ILALA SECONDARY SCHOOL
S.2538,MWANANCHI SECONDARY SCHOOL
S.2542,KALANGASA SECONDARY SCHOOL
S.2543,NG'HOBOKO SECONDARY SCHOOL
S.2545,NAMALENGA SECONDARY SCHOOL
S.2546,KELLU HILL SECONDARY SCHOOL
S.2547,LYANDEMBELA SECONDARY SCHOOL
S.2549,ALPHA SECONDARY SCHOOL
S.2550,MLONDWE SECONDARY SCHOOL
S.2551,NGOFILA SECONDARY SCHOOL
S.2552,BUNAMBIYU SECONDARY SCHOOL
S.2553,MWAMADULU SECONDARY SCHOOL
S.2554,IDUKILO SECONDARY SCHOOL
S.2555,MWAKIPOYA SECONDARY SCHOOL
S.2556,KILOLELI SECONDARY SCHOOL
S.2557,BUSIYA SECONDARY SCHOOL
S.2558,SOMAGEDI SECONDARY SCHOOL
S.2559,MAGANZO SECONDARY SCHOOL
S.2560,TALAGA SECONDARY SCHOOL
S.2561,SONGWA SECONDARY SCHOOL
S.2562,WISHITELEJA SECONDARY SCHOOL
S.2563,BULEKELA SECONDARY SCHOOL
S.2564,MWATAGA SECONDARY SCHOOL
S.2565,MATABA SECONDARY SCHOOL
S.2566,NG'HUMBU SECONDARY SCHOOL
S.2567,MWAKALEKA SECONDARY SCHOOL
S.2568,BUSHASHI SECONDARY SCHOOL
S.2569,MWABAYANDA SECONDARY SCHOOL
S.2570,SANGAMWALUGESHA SECONDARY SCHOOL
S.2571,NG'WIGWA SECONDARY SCHOOL
S.2572,KIKOLE SECONDARY SCHOOL
S.2573,KIRANJERANJE SECONDARY SCHOOL
S.2574,MIBUYUNI SECONDARY SCHOOL
S.2575,LIKAWAGE SECONDARY SCHOOL
S.2576,KIBATA SECONDARY SCHOOL
S.2577,MIGURUWE SECONDARY SCHOOL
S.2578,DODOMEZI SECONDARY SCHOOL
S.2579,KIVINJE SECONDARY SCHOOL
S.2580,MTANGA SECONDARY SCHOOL
S.2581,KANDAWALE SECONDARY SCHOOL
S.2582,KIKANDA SECONDARY SCHOOL
S.2583,PANDE SECONDARY SCHOOL
S.2584,NJINJO SECONDARY SCHOOL
S.2585,NAKIU SECONDARY SCHOOL
S.2587,BUHINGO SECONDARY SCHOOL
S.2588,BULEMEJI SECONDARY SCHOOL
S.2589,IDETEMYA SECONDARY SCHOOL
S.2590,KASOLOLO SECONDARY SCHOOL
S.2591,ILUJAMATE SECONDARY SCHOOL
S.2592,KANYELELE SECONDARY SCHOOL
S.2593,MAWEMATATU SECONDARY SCHOOL
S.2594,MWANIKO SECONDARY SCHOOL
S.2595,SHILALO SECONDARY SCHOOL
S.2596,SUMBUGU SECONDARY SCHOOL
S.2597,MISUFINI SECONDARY SCHOOL
S.2598,NAMATULA SECONDARY SCHOOL
S.2599,MLEMBWE SECONDARY SCHOOL
S.2600,KIANGARA SECONDARY SCHOOL
S.2601,HANGAI SECONDARY SCHOOL
S.2602,CHINONGWE SECONDARY SCHOOL
S.2603,LIUGURU SECONDARY SCHOOL
S.2604,CHUNYU SECONDARY SCHOOL
S.2605,MNACHO SECONDARY SCHOOL
S.2606,NAMICHIGA SECONDARY SCHOOL
S.2607,MIPINGO SECONDARY SCHOOL
S.2609,KIWALALA SECONDARY SCHOOL
S.2610,NANGARU SECONDARY SCHOOL
S.2611,NAMANGALE SECONDARY SCHOOL
S.2612,NG'APA SECONDARY SCHOOL
S.2613,NYENGEDI SECONDARY SCHOOL
S.2614,MVULENI SECONDARY SCHOOL
S.2615,MBAWE SECONDARY SCHOOL
S.2616,IMALASEKO SECONDARY SCHOOL
S.2617,KISESA SECONDARY SCHOOL
S.2618,MWANJOLO SECONDARY SCHOOL
S.2619,MWAMISHALI SECONDARY SCHOOL
S.2620,LYUSA SECONDARY SCHOOL
S.2621,ITINJE SECONDARY SCHOOL
S.2622,BUKUNDI SECONDARY SCHOOL
S.2623,MWABUSALU SECONDARY SCHOOL
S.2624,NAMONGE SECONDARY SCHOOL
S.2625,ISANGIJO SECONDARY SCHOOL
S.2626,CHARLOTTE SECONDARY SCHOOL
S.2627,BULEGA SECONDARY SCHOOL
S.2628,MSONGA SECONDARY SCHOOL
S.2629,MULUNGA SECONDARY SCHOOL
S.2630,IDAMBA SECONDARY SCHOOL
S.2631,MUKILIMA SECONDARY SCHOOL
S.2632,NYALUSI SECONDARY SCHOOL
S.2633,MWANGEZA SECONDARY SCHOOL
S.2634,KASELYA SECONDARY SCHOOL
S.2635,KIDARU SECONDARY SCHOOL
S.2636,URUGHU SECONDARY SCHOOL
S.2637,MBELEKESE SECONDARY SCHOOL
S.2638,TULYA SECONDARY SCHOOL
S.2639,KINAMBEU SECONDARY SCHOOL
S.2640,JORMA SECONDARY SCHOOL
S.2641,IBAGA SECONDARY SCHOOL
S.2642,NTWIKE SECONDARY SCHOOL
S.2643,TUMULI SECONDARY SCHOOL
S.2644,KINAMPANDA SECONDARY SCHOOL
S.2645,MTOA SECONDARY SCHOOL
S.2646,KYENGEGE SECONDARY SCHOOL
S.2647,DENIS SECONDARY SCHOOL
S.2648,GUNDA SECONDARY SCHOOL
S.2649,O.S.P. RUHUJI SECONDARY SCHOOL
S.2650,DR.A.M. SHEIN SECONDARY SCHOOL
S.2651,BUKONDO SECONDARY SCHOOL
S.2652,KOM SECONDARY SCHOOL
S.2653,SOVI SECONDARY SCHOOL
S.2655,MARANATHA SECONDARY SCHOOL
S.2656,FPCT-RUO SECONDARY SCHOOL
S.2657,KISUKE SECONDARY SCHOOL
S.2658,BUGISHA SECONDARY SCHOOL
S.2659,MWAMANDI SECONDARY SCHOOL
S.2660,BALOHA SECONDARY SCHOOL
S.2661,LUNGUYA SECONDARY SCHOOL
S.2662,IGWAMANONI SECONDARY SCHOOL
S.2663,BULIGE SECONDARY SCHOOL
S.2664,LIPULI SECONDARY SCHOOL
S.2665,MUHWANA SECONDARY SCHOOL
S.2666,NGONGONGARE SECONDARY SCHOOL
S.2667,OSILIGI SECONDARY SCHOOL
